moon_ra,  moon_dec, moon_phase_frac, jup_ra, jup_dec
27.86,  6.26, 0.18, 290.51, -22.10
28.41,  6.43, 0.18, 290.52, -22.10
28.99,  6.60, 0.19, 290.53, -22.10
29.61,  6.77, 0.19, 290.54, -22.10
30.25,  6.95, 0.19, 290.55, -22.10
30.90,  7.13, 0.20, 290.55, -22.10
31.56,  7.32, 0.20, 290.56, -22.10
32.20,  7.51, 0.20, 290.57, -22.10
32.82,  7.71, 0.21, 290.58, -22.09
33.41,  7.92, 0.21, 290.59, -22.09
33.96,  8.13, 0.21, 290.60, -22.09
34.46,  8.34, 0.22, 290.60, -22.09
34.91,  8.55, 0.22, 290.61, -22.09
35.32,  8.76, 0.22, 290.62, -22.09
35.68,  8.97, 0.23, 290.63, -22.09
35.99,  9.18, 0.23, 290.64, -22.09
36.29,  9.38, 0.23, 290.64, -22.09
36.56,  9.57, 0.24, 290.65, -22.08
48.50,  13.94, 0.33, 290.86, -22.06
48.78,  14.10, 0.33, 290.87, -22.06
49.08,  14.25, 0.33, 290.88, -22.06
49.41,  14.38, 0.34, 290.88, -22.06
49.78,  14.50, 0.34, 290.89, -22.06
50.18,  14.62, 0.34, 290.90, -22.05
50.64,  14.73, 0.35, 290.91, -22.05
51.16,  14.83, 0.35, 290.92, -22.05
51.72,  14.94, 0.36, 290.93, -22.05
52.33,  15.05, 0.36, 290.93, -22.05
52.98,  15.17, 0.36, 290.94, -22.05
53.66,  15.30, 0.37, 290.95, -22.05
54.36,  15.43, 0.37, 290.96, -22.05
55.07,  15.58, 0.37, 290.97, -22.05
55.78,  15.75, 0.38, 290.97, -22.05
56.46,  15.92, 0.38, 290.98, -22.04
57.12,  16.10, 0.39, 290.99, -22.04
57.74,  16.29, 0.39, 291.00, -22.04
58.31,  16.49, 0.39, 291.01, -22.04
58.83,  16.69, 0.40, 291.01, -22.04
59.31,  16.89, 0.40, 291.02, -22.04
59.73,  17.09, 0.41, 291.03, -22.04
60.11,  17.27, 0.41, 291.04, -22.04
60.46,  17.45, 0.41, 291.05, -22.04
60.78,  17.61, 0.42, 291.06, -22.04
61.09,  17.75, 0.42, 291.06, -22.03
61.40,  17.88, 0.43, 291.07, -22.03
61.73,  17.99, 0.43, 291.08, -22.03
62.09,  18.08, 0.44, 291.09, -22.03
62.49,  18.16, 0.44, 291.10, -22.03
62.94,  18.24, 0.44, 291.10, -22.03
63.44,  18.30, 0.45, 291.11, -22.03
63.99,  18.37, 0.45, 291.12, -22.03
64.60,  18.44, 0.46, 291.13, -22.03
65.26,  18.51, 0.46, 291.14, -22.02
65.95,  18.59, 0.46, 291.15, -22.02
66.67,  18.69, 0.47, 291.15, -22.02
67.41,  18.79, 0.47, 291.16, -22.02
68.16,  18.92, 0.48, 291.17, -22.02
68.90,  19.05, 0.48, 291.18, -22.02
69.62,  19.20, 0.48, 291.19, -22.02
70.30,  19.36, 0.49, 291.19, -22.02
70.95,  19.53, 0.49, 291.20, -22.02
71.55,  19.71, 0.50, 291.21, -22.02
72.10,  19.89, 0.50, 291.22, -22.01
72.59,  20.06, 0.51, 291.23, -22.01
73.04,  20.23, 0.51, 291.23, -22.01
73.44,  20.39, 0.51, 291.24, -22.01
73.81,  20.53, 0.52, 291.25, -22.01
74.15,  20.65, 0.52, 291.26, -22.01
74.49,  20.76, 0.53, 291.27, -22.01
74.83,  20.84, 0.53, 291.27, -22.01
75.19,  20.91, 0.54, 291.28, -22.01
75.59,  20.95, 0.54, 291.29, -22.01
76.03,  20.99, 0.54, 291.30, -22.00
76.52,  21.01, 0.55, 291.31, -22.00
77.06,  21.03, 0.55, 291.31, -22.00
77.66,  21.05, 0.56, 291.32, -22.00
78.31,  21.07, 0.56, 291.33, -22.00
79.01,  21.09, 0.56, 291.34, -22.00
79.75,  21.13, 0.57, 291.35, -22.00
80.52,  21.18, 0.57, 291.36, -22.00
81.30,  21.25, 0.58, 291.36, -22.00
82.09,  21.33, 0.58, 291.37, -22.00
82.86,  21.43, 0.59, 291.38, -21.99
83.62,  21.55, 0.59, 291.39, -21.99
84.34,  21.67, 0.59, 291.39, -21.99
85.01,  21.81, 0.60, 291.40, -21.99
85.64,  21.95, 0.60, 291.41, -21.99
86.21,  22.09, 0.61, 291.42, -21.99
86.74,  22.23, 0.61, 291.43, -21.99
87.21,  22.36, 0.62, 291.43, -21.99
87.63,  22.47, 0.62, 291.44, -21.99
88.03,  22.57, 0.62, 291.45, -21.99
88.40,  22.65, 0.63, 291.46, -21.98
88.76,  22.70, 0.63, 291.47, -21.98
89.13,  22.73, 0.64, 291.47, -21.98
89.53,  22.74, 0.64, 291.48, -21.98
89.96,  22.73, 0.65, 291.49, -21.98
90.43,  22.71, 0.65, 291.50, -21.98
90.96,  22.68, 0.65, 291.51, -21.98
91.54,  22.64, 0.66, 291.51, -21.98
92.18,  22.60, 0.66, 291.52, -21.98
92.87,  22.57, 0.67, 291.53, -21.98
93.61,  22.54, 0.67, 291.54, -21.97
94.39,  22.53, 0.68, 291.55, -21.97
95.20,  22.53, 0.68, 291.55, -21.97
96.02,  22.54, 0.68, 291.56, -21.97
96.84,  22.58, 0.69, 291.57, -21.97
97.65,  22.63, 0.69, 291.58, -21.97
98.43,  22.69, 0.70, 291.59, -21.97
99.18,  22.77, 0.70, 291.59, -21.97
99.89,  22.86, 0.70, 291.60, -21.97
100.54,  22.95, 0.71, 291.61, -21.97
101.14,  23.04, 0.71, 291.62, -21.96
101.68,  23.13, 0.72, 291.63, -21.96
102.18,  23.20, 0.72, 291.63, -21.96
102.63,  23.26, 0.72, 291.64, -21.96
103.04,  23.30, 0.73, 291.65, -21.96
103.43,  23.32, 0.73, 291.66, -21.96
103.82,  23.32, 0.74, 291.67, -21.96
104.22,  23.29, 0.74, 291.67, -21.96
104.64,  23.24, 0.74, 291.68, -21.96
105.09,  23.17, 0.75, 291.69, -21.95
105.59,  23.09, 0.75, 291.70, -21.95
106.14,  22.99, 0.76, 291.71, -21.95
106.76,  22.89, 0.76, 291.71, -21.95
107.42,  22.79, 0.76, 291.72, -21.95
108.14,  22.70, 0.77, 291.73, -21.95
108.91,  22.61, 0.77, 291.74, -21.95
109.72,  22.54, 0.78, 291.74, -21.95
110.55,  22.48, 0.78, 291.75, -21.95
111.40,  22.44, 0.78, 291.76, -21.95
112.24,  22.41, 0.79, 291.77, -21.94
113.07,  22.40, 0.79, 291.78, -21.94
113.88,  22.41, 0.80, 291.78, -21.94
114.65,  22.43, 0.80, 291.79, -21.94
115.38,  22.45, 0.80, 291.80, -21.94
116.05,  22.48, 0.81, 291.81, -21.94
116.66,  22.51, 0.81, 291.81, -21.94
117.22,  22.53, 0.81, 291.82, -21.94
117.73,  22.54, 0.82, 291.83, -21.94
118.19,  22.54, 0.82, 291.84, -21.94
118.62,  22.52, 0.82, 291.85, -21.93
119.02,  22.47, 0.83, 291.85, -21.93
119.42,  22.40, 0.83, 291.86, -21.93
119.83,  22.31, 0.84, 291.87, -21.93
120.26,  22.20, 0.84, 291.88, -21.93
120.73,  22.06, 0.84, 291.89, -21.93
121.24,  21.92, 0.85, 291.89, -21.93
121.81,  21.76, 0.85, 291.90, -21.93
122.43,  21.60, 0.85, 291.91, -21.93
123.11,  21.44, 0.86, 291.92, -21.93
123.85,  21.29, 0.86, 291.92, -21.92
124.63,  21.14, 0.86, 291.93, -21.92
125.45,  21.01, 0.87, 291.94, -21.92
126.29,  20.89, 0.87, 291.95, -21.92
127.14,  20.78, 0.87, 291.96, -21.92
128.00,  20.70, 0.88, 291.96, -21.92
128.84,  20.62, 0.88, 291.97, -21.92
129.65,  20.56, 0.88, 291.98, -21.92
130.42,  20.51, 0.89, 291.99, -21.92
131.15,  20.47, 0.89, 291.99, -21.92
131.82,  20.43, 0.89, 292.00, -21.91
132.44,  20.39, 0.89, 292.01, -21.91
133.00,  20.34, 0.90, 292.02, -21.91
133.51,  20.28, 0.90, 292.03, -21.91
133.97,  20.21, 0.90, 292.03, -21.91
134.40,  20.12, 0.91, 292.04, -21.91
134.81,  20.01, 0.91, 292.05, -21.91
135.21,  19.87, 0.91, 292.06, -21.91
135.62,  19.72, 0.91, 292.06, -21.91
136.05,  19.55, 0.92, 292.07, -21.91
136.51,  19.36, 0.92, 292.08, -21.90
137.03,  19.16, 0.92, 292.09, -21.90
137.59,  18.95, 0.92, 292.10, -21.90
138.22,  18.73, 0.93, 292.10, -21.90
138.90,  18.52, 0.93, 292.11, -21.90
139.63,  18.31, 0.93, 292.12, -21.90
140.40,  18.12, 0.93, 292.13, -21.90
141.21,  17.93, 0.94, 292.13, -21.90
142.05,  17.75, 0.94, 292.14, -21.90
142.90,  17.59, 0.94, 292.15, -21.90
143.74,  17.44, 0.94, 292.16, -21.89
144.57,  17.30, 0.95, 292.16, -21.89
145.38,  17.18, 0.95, 292.17, -21.89
146.14,  17.06, 0.95, 292.18, -21.89
146.86,  16.95, 0.95, 292.19, -21.89
147.52,  16.84, 0.95, 292.20, -21.89
148.13,  16.73, 0.96, 292.20, -21.89
148.68,  16.61, 0.96, 292.21, -21.89
149.18,  16.49, 0.96, 292.22, -21.89
149.63,  16.35, 0.96, 292.23, -21.88
150.05,  16.19, 0.96, 292.23, -21.88
150.45,  16.02, 0.97, 292.24, -21.88
150.84,  15.83, 0.97, 292.25, -21.88
151.24,  15.63, 0.97, 292.26, -21.88
151.66,  15.40, 0.97, 292.27, -21.88
152.12,  15.17, 0.97, 292.27, -21.88
152.62,  14.93, 0.97, 292.28, -21.88
153.18,  14.68, 0.98, 292.29, -21.88
153.79,  14.43, 0.98, 292.30, -21.88
154.46,  14.18, 0.98, 292.30, -21.87
155.17,  13.93, 0.98, 292.31, -21.87
155.94,  13.70, 0.98, 292.32, -21.87
156.73,  13.47, 0.98, 292.33, -21.87
157.55,  13.25, 0.98, 292.33, -21.87
158.38,  13.04, 0.99, 292.34, -21.87
159.21,  12.84, 0.99, 292.35, -21.87
160.02,  12.65, 0.99, 292.36, -21.87
160.81,  12.47, 0.99, 292.36, -21.87
161.55,  12.30, 0.99, 292.37, -21.87
162.25,  12.12, 0.99, 292.38, -21.86
162.90,  11.95, 0.99, 292.39, -21.86
163.49,  11.78, 0.99, 292.39, -21.86
164.02,  11.60, 0.99, 292.40, -21.86
164.50,  11.41, 0.99, 292.41, -21.86
164.94,  11.22, 0.99, 292.42, -21.86
165.34,  11.01, 0.99, 292.43, -21.86
165.72,  10.79, 1.00, 292.43, -21.86
166.10,  10.56, 1.00, 292.44, -21.86
166.49,  10.32, 1.00, 292.45, -21.86
166.90,  10.07, 1.00, 292.46, -21.85
167.34,  9.81, 1.00, 292.46, -21.85
167.84,  9.54, 1.00, 292.47, -21.85
168.38,  9.27, 1.00, 292.48, -21.85
168.98,  9.01, 1.00, 292.49, -21.85
169.63,  8.74, 1.00, 292.49, -21.85
170.33,  8.48, 1.00, 292.50, -21.85
171.08,  8.22, 1.00, 292.51, -21.85
171.86,  7.97, 1.00, 292.52, -21.85
172.66,  7.73, 1.00, 292.52, -21.85
173.47,  7.49, 1.00, 292.53, -21.84
174.28,  7.26, 1.00, 292.54, -21.84
175.07,  7.03, 1.00, 292.55, -21.84
175.84,  6.81, 1.00, 292.55, -21.84
176.56,  6.58, 1.00, 292.56, -21.84
177.24,  6.36, 1.00, 292.57, -21.84
177.87,  6.14, 1.00, 292.58, -21.84
178.44,  5.92, 1.00, 292.58, -21.84
178.95,  5.69, 1.00, 292.59, -21.84
179.41,  5.46, 0.99, 292.60, -21.84
179.83,  5.23, 0.99, 292.61, -21.83
180.22,  4.98, 0.99, 292.61, -21.83
180.59,  4.74, 0.99, 292.62, -21.83
180.96,  4.48, 0.99, 292.63, -21.83
181.34,  4.22, 0.99, 292.64, -21.83
181.74,  3.96, 0.99, 292.64, -21.83
182.17,  3.70, 0.99, 292.65, -21.83
182.66,  3.44, 0.99, 292.66, -21.83
183.19,  3.17, 0.99, 292.67, -21.83
183.78,  2.91, 0.99, 292.67, -21.83
184.42,  2.65, 0.98, 292.68, -21.82
185.11,  2.39, 0.98, 292.69, -21.82
185.85,  2.14, 0.98, 292.70, -21.82
186.62,  1.88, 0.98, 292.70, -21.82
187.41,  1.63, 0.98, 292.71, -21.82
188.20,  1.38, 0.98, 292.72, -21.82
189.00,  1.13, 0.98, 292.73, -21.82
189.78,  0.89, 0.98, 292.73, -21.82
190.52,  0.64, 0.97, 292.74, -21.82
191.23,  0.39, 0.97, 292.75, -21.82
191.89,  0.14, 0.97, 292.76, -21.81
192.50,  -0.11, 0.97, 292.76, -21.81
193.06,  -0.37, 0.97, 292.77, -21.81
193.56,  -0.63, 0.96, 292.78, -21.81
194.01,  -0.88, 0.96, 292.79, -21.81
194.42,  -1.14, 0.96, 292.79, -21.81
194.79,  -1.40, 0.96, 292.80, -21.81
195.16,  -1.65, 0.96, 292.81, -21.81
195.51,  -1.91, 0.96, 292.82, -21.81
195.88,  -2.16, 0.95, 292.82, -21.81
196.28,  -2.41, 0.95, 292.83, -21.80
196.71,  -2.66, 0.95, 292.84, -21.80
197.19,  -2.90, 0.95, 292.85, -21.80
197.73,  -3.14, 0.94, 292.85, -21.80
198.31,  -3.37, 0.94, 292.86, -21.80
198.96,  -3.61, 0.94, 292.87, -21.80
199.65,  -3.84, 0.94, 292.87, -21.80
200.38,  -4.08, 0.93, 292.88, -21.80
201.14,  -4.31, 0.93, 292.89, -21.80
201.93,  -4.55, 0.93, 292.90, -21.80
202.72,  -4.79, 0.93, 292.90, -21.79
203.50,  -5.04, 0.92, 292.91, -21.79
204.27,  -5.29, 0.92, 292.92, -21.79
205.01,  -5.55, 0.92, 292.93, -21.79
205.71,  -5.81, 0.92, 292.93, -21.79
206.37,  -6.07, 0.91, 292.94, -21.79
206.97,  -6.33, 0.91, 292.95, -21.79
207.51,  -6.60, 0.91, 292.96, -21.79
208.00,  -6.87, 0.91, 292.96, -21.79
208.44,  -7.13, 0.90, 292.97, -21.79
208.85,  -7.39, 0.90, 292.98, -21.78
209.22,  -7.64, 0.90, 292.99, -21.78
209.58,  -7.88, 0.89, 292.99, -21.78
209.94,  -8.12, 0.89, 293.00, -21.78
210.31,  -8.35, 0.89, 293.01, -21.78
210.71,  -8.56, 0.88, 293.01, -21.78
211.14,  -8.77, 0.88, 293.02, -21.78
211.63,  -8.98, 0.88, 293.03, -21.78
212.17,  -9.17, 0.87, 293.04, -21.78
212.76,  -9.37, 0.87, 293.04, -21.78
213.41,  -9.56, 0.87, 293.05, -21.77
214.10,  -9.76, 0.86, 293.06, -21.77
214.84,  -9.96, 0.86, 293.07, -21.77
215.61,  -10.16, 0.86, 293.07, -21.77
216.39,  -10.37, 0.85, 293.08, -21.77
217.19,  -10.59, 0.85, 293.09, -21.77
217.97,  -10.82, 0.85, 293.09, -21.77
218.74,  -11.06, 0.84, 293.10, -21.77
219.48,  -11.30, 0.84, 293.11, -21.77
220.18,  -11.55, 0.84, 293.12, -21.77
220.83,  -11.81, 0.83, 293.12, -21.76
221.43,  -12.07, 0.83, 293.13, -21.76
221.97,  -12.33, 0.82, 293.14, -21.76
222.46,  -12.58, 0.82, 293.15, -21.76
222.90,  -12.83, 0.82, 293.15, -21.76
223.30,  -13.07, 0.81, 293.16, -21.76
223.67,  -13.30, 0.81, 293.17, -21.76
224.04,  -13.51, 0.81, 293.18, -21.76
224.40,  -13.71, 0.80, 293.18, -21.76
224.77,  -13.90, 0.80, 293.19, -21.76
225.18,  -14.07, 0.79, 293.20, -21.75
225.63,  -14.23, 0.79, 293.20, -21.75
226.12,  -14.38, 0.79, 293.21, -21.75
226.67,  -14.52, 0.78, 293.22, -21.75
227.27,  -14.66, 0.78, 293.23, -21.75
227.93,  -14.80, 0.77, 293.23, -21.75
228.64,  -14.95, 0.77, 293.24, -21.75
229.38,  -15.10, 0.77, 293.25, -21.75
230.16,  -15.26, 0.76, 293.25, -21.75
230.96,  -15.43, 0.76, 293.26, -21.75
231.76,  -15.62, 0.75, 293.27, -21.74
232.55,  -15.81, 0.75, 293.28, -21.74
233.32,  -16.02, 0.75, 293.28, -21.74
234.07,  -16.24, 0.74, 293.29, -21.74
234.77,  -16.47, 0.74, 293.30, -21.74
235.42,  -16.70, 0.73, 293.30, -21.74
236.01,  -16.93, 0.73, 293.31, -21.74
236.56,  -17.17, 0.72, 293.32, -21.74
237.05,  -17.39, 0.72, 293.33, -21.74
237.49,  -17.61, 0.72, 293.33, -21.74
237.89,  -17.82, 0.71, 293.34, -21.74
238.27,  -18.00, 0.71, 293.35, -21.73
238.64,  -18.17, 0.70, 293.36, -21.73
239.00,  -18.33, 0.70, 293.36, -21.73
239.39,  -18.46, 0.69, 293.37, -21.73
239.80,  -18.57, 0.69, 293.38, -21.73
240.26,  -18.68, 0.69, 293.38, -21.73
240.77,  -18.77, 0.68, 293.39, -21.73
241.33,  -18.85, 0.68, 293.40, -21.73
241.94,  -18.93, 0.67, 293.40, -21.73
242.61,  -19.01, 0.67, 293.41, -21.73
243.33,  -19.10, 0.66, 293.42, -21.72
244.09,  -19.20, 0.66, 293.43, -21.72
244.87,  -19.31, 0.66, 293.43, -21.72
245.68,  -19.43, 0.65, 293.44, -21.72
246.49,  -19.57, 0.65, 293.45, -21.72
247.29,  -19.72, 0.64, 293.45, -21.72
248.06,  -19.89, 0.64, 293.46, -21.72
248.81,  -20.07, 0.63, 293.47, -21.72
249.51,  -20.26, 0.63, 293.48, -21.72
250.16,  -20.45, 0.62, 293.48, -21.72
250.76,  -20.65, 0.62, 293.49, -21.71
251.31,  -20.84, 0.62, 293.50, -21.71
251.79,  -21.03, 0.61, 293.51, -21.71
252.24,  -21.20, 0.61, 293.51, -21.71
252.64,  -21.36, 0.60, 293.52, -21.71
253.02,  -21.50, 0.60, 293.53, -21.71
253.39,  -21.62, 0.59, 293.53, -21.71
253.77,  -21.71, 0.59, 293.54, -21.71
254.16,  -21.79, 0.58, 293.55, -21.71
254.58,  -21.84, 0.58, 293.55, -21.71
255.04,  -21.88, 0.58, 293.56, -21.70
255.56,  -21.91, 0.57, 293.57, -21.70
256.12,  -21.93, 0.57, 293.58, -21.70
256.75,  -21.95, 0.56, 293.58, -21.70
257.43,  -21.97, 0.56, 293.59, -21.70
258.15,  -22.00, 0.55, 293.60, -21.70
258.91,  -22.04, 0.55, 293.60, -21.70
259.71,  -22.10, 0.54, 293.61, -21.70
260.51,  -22.17, 0.54, 293.62, -21.70
261.32,  -22.25, 0.53, 293.62, -21.70
262.12,  -22.35, 0.53, 293.63, -21.69
262.90,  -22.47, 0.53, 293.64, -21.69
263.64,  -22.60, 0.52, 293.65, -21.69
264.34,  -22.75, 0.52, 293.65, -21.69
264.99,  -22.89, 0.51, 293.66, -21.69
265.59,  -23.04, 0.51, 293.67, -21.69
266.12,  -23.18, 0.50, 293.67, -21.69
266.61,  -23.32, 0.50, 293.68, -21.69
267.05,  -23.44, 0.49, 293.69, -21.69
267.45,  -23.54, 0.49, 293.70, -21.69
267.83,  -23.63, 0.49, 293.70, -21.69
268.20,  -23.69, 0.48, 293.71, -21.68
268.57,  -23.72, 0.48, 293.72, -21.68
268.96,  -23.74, 0.47, 293.72, -21.68
269.38,  -23.73, 0.47, 293.73, -21.68
269.85,  -23.71, 0.46, 293.74, -21.68
270.36,  -23.67, 0.46, 293.74, -21.68
270.93,  -23.64, 0.46, 293.75, -21.68
271.56,  -23.60, 0.45, 293.76, -21.68
272.23,  -23.56, 0.45, 293.76, -21.68
272.96,  -23.53, 0.44, 293.77, -21.68
273.72,  -23.51, 0.44, 293.78, -21.67
274.51,  -23.51, 0.43, 293.79, -21.67
275.31,  -23.53, 0.43, 293.79, -21.67
276.11,  -23.56, 0.43, 293.80, -21.67
276.90,  -23.61, 0.42, 293.81, -21.67
277.67,  -23.68, 0.42, 293.81, -21.67
278.40,  -23.76, 0.41, 293.82, -21.67
279.09,  -23.85, 0.41, 293.83, -21.67
279.72,  -23.94, 0.40, 293.83, -21.67
280.30,  -24.03, 0.40, 293.84, -21.67
280.83,  -24.12, 0.40, 293.85, -21.66
281.30,  -24.20, 0.39, 293.86, -21.66
281.73,  -24.27, 0.39, 293.86, -21.66
282.12,  -24.32, 0.38, 293.87, -21.66
282.48,  -24.34, 0.38, 293.88, -21.66
282.84,  -24.34, 0.37, 293.88, -21.66
283.21,  -24.32, 0.37, 293.89, -21.66
283.59,  -24.28, 0.37, 293.90, -21.66
284.01,  -24.21, 0.36, 293.90, -21.66
284.47,  -24.13, 0.36, 293.91, -21.66
284.98,  -24.05, 0.35, 293.92, -21.66
285.54,  -23.95, 0.35, 293.92, -21.65
286.16,  -23.86, 0.35, 293.93, -21.65
286.82,  -23.77, 0.34, 293.94, -21.65
287.54,  -23.69, 0.34, 293.94, -21.65
288.29,  -23.62, 0.33, 293.95, -21.65
289.06,  -23.57, 0.33, 293.96, -21.65
289.84,  -23.53, 0.33, 293.96, -21.65
290.63,  -23.52, 0.32, 293.97, -21.65
291.40,  -23.51, 0.32, 293.98, -21.65
292.14,  -23.53, 0.31, 293.99, -21.65
292.85,  -23.56, 0.31, 293.99, -21.64
293.52,  -23.59, 0.31, 294.00, -21.64
294.13,  -23.63, 0.30, 294.01, -21.64
294.68,  -23.67, 0.30, 294.01, -21.64
295.18,  -23.70, 0.30, 294.02, -21.64
295.64,  -23.73, 0.29, 294.03, -21.64
296.04,  -23.74, 0.29, 294.03, -21.64
296.41,  -23.73, 0.28, 294.04, -21.64
296.76,  -23.70, 0.28, 294.05, -21.64
297.11,  -23.64, 0.28, 294.05, -21.64
297.46,  -23.57, 0.27, 294.06, -21.64
297.83,  -23.47, 0.27, 294.07, -21.63
298.23,  -23.36, 0.27, 294.07, -21.63
298.68,  -23.23, 0.26, 294.08, -21.63
299.18,  -23.10, 0.26, 294.09, -21.63
299.73,  -22.96, 0.26, 294.09, -21.63
300.33,  -22.82, 0.25, 294.10, -21.63
300.98,  -22.69, 0.25, 294.11, -21.63
301.67,  -22.56, 0.24, 294.11, -21.63
302.40,  -22.45, 0.24, 294.12, -21.63
303.15,  -22.35, 0.24, 294.13, -21.63
303.91,  -22.28, 0.23, 294.13, -21.62
304.67,  -22.21, 0.23, 294.14, -21.62
305.41,  -22.16, 0.23, 294.15, -21.62
306.12,  -22.13, 0.22, 294.16, -21.62
306.80,  -22.11, 0.22, 294.16, -21.62
307.43,  -22.09, 0.22, 294.17, -21.62
308.01,  -22.08, 0.21, 294.18, -21.62
308.53,  -22.07, 0.21, 294.18, -21.62
309.00,  -22.05, 0.21, 294.19, -21.62
309.42,  -22.02, 0.20, 294.20, -21.62
309.80,  -21.98, 0.20, 294.20, -21.61
310.15,  -21.92, 0.20, 294.21, -21.61
310.48,  -21.84, 0.19, 294.22, -21.61
310.80,  -21.74, 0.19, 294.22, -21.61
311.14,  -21.62, 0.19, 294.23, -21.61
311.49,  -21.48, 0.18, 294.24, -21.61
311.88,  -21.32, 0.18, 294.24, -21.61
312.31,  -21.16, 0.18, 294.25, -21.61
312.79,  -20.98, 0.17, 294.26, -21.61
313.33,  -20.81, 0.17, 294.26, -21.61
313.91,  -20.64, 0.17, 294.27, -21.61
314.54,  -20.47, 0.17, 294.28, -21.60
315.21,  -20.31, 0.16, 294.28, -21.60
315.91,  -20.17, 0.16, 294.29, -21.60
316.64,  -20.04, 0.16, 294.30, -21.60
317.37,  -19.92, 0.15, 294.30, -21.60
318.09,  -19.82, 0.15, 294.31, -21.60
318.80,  -19.73, 0.15, 294.32, -21.60
319.48,  -19.65, 0.15, 294.32, -21.60
320.12,  -19.59, 0.14, 294.33, -21.60
320.71,  -19.53, 0.14, 294.34, -21.60
321.25,  -19.47, 0.14, 294.34, -21.59
321.74,  -19.41, 0.13, 294.35, -21.59
322.18,  -19.34, 0.13, 294.36, -21.59
322.57,  -19.27, 0.13, 294.36, -21.59
322.92,  -19.18, 0.13, 294.37, -21.59
323.24,  -19.07, 0.12, 294.38, -21.59
323.54,  -18.95, 0.12, 294.38, -21.59
323.85,  -18.81, 0.12, 294.39, -21.59
324.16,  -18.65, 0.12, 294.39, -21.59
324.50,  -18.48, 0.11, 294.40, -21.59
324.87,  -18.29, 0.11, 294.41, -21.59
325.29,  -18.10, 0.11, 294.41, -21.58
325.76,  -17.90, 0.11, 294.42, -21.58
326.28,  -17.70, 0.10, 294.43, -21.58
326.85,  -17.51, 0.10, 294.43, -21.58
327.46,  -17.32, 0.10, 294.44, -21.58
328.11,  -17.14, 0.10, 294.45, -21.58
328.79,  -16.97, 0.09, 294.45, -21.58
329.48,  -16.81, 0.09, 294.46, -21.58
330.18,  -16.67, 0.09, 294.47, -21.58
330.87,  -16.53, 0.09, 294.47, -21.58
331.54,  -16.41, 0.08, 294.48, -21.58
332.19,  -16.30, 0.08, 294.49, -21.57
332.79,  -16.20, 0.08, 294.49, -21.57
333.34,  -16.10, 0.08, 294.50, -21.57
333.85,  -16.00, 0.08, 294.51, -21.57
334.30,  -15.89, 0.07, 294.51, -21.57
334.70,  -15.78, 0.07, 294.52, -21.57
335.06,  -15.67, 0.07, 294.53, -21.57
335.38,  -15.54, 0.07, 294.53, -21.57
335.68,  -15.39, 0.07, 294.54, -21.57
335.97,  -15.24, 0.06, 294.55, -21.57
336.25,  -15.07, 0.06, 294.55, -21.56
336.55,  -14.88, 0.06, 294.56, -21.56
336.88,  -14.69, 0.06, 294.57, -21.56
337.24,  -14.48, 0.06, 294.57, -21.56
337.65,  -14.28, 0.05, 294.58, -21.56
338.11,  -14.06, 0.05, 294.58, -21.56
338.62,  -13.85, 0.05, 294.59, -21.56
339.17,  -13.64, 0.05, 294.60, -21.56
339.77,  -13.44, 0.05, 294.60, -21.56
340.40,  -13.25, 0.05, 294.61, -21.56
341.06,  -13.06, 0.04, 294.62, -21.56
341.73,  -12.89, 0.04, 294.62, -21.55
342.41,  -12.72, 0.04, 294.63, -21.55
343.07,  -12.56, 0.04, 294.64, -21.55
343.71,  -12.41, 0.04, 294.64, -21.55
344.32,  -12.27, 0.04, 294.65, -21.55
344.89,  -12.14, 0.04, 294.66, -21.55
345.41,  -12.00, 0.03, 294.66, -21.55
345.88,  -11.86, 0.03, 294.67, -21.55
346.30,  -11.73, 0.03, 294.68, -21.55
346.67,  -11.58, 0.03, 294.68, -21.55
347.00,  -11.43, 0.03, 294.69, -21.55
347.30,  -11.27, 0.03, 294.69, -21.54
347.58,  -11.10, 0.03, 294.70, -21.54
347.84,  -10.92, 0.03, 294.71, -21.54
348.12,  -10.73, 0.02, 294.71, -21.54
348.41,  -10.53, 0.02, 294.72, -21.54
348.73,  -10.32, 0.02, 294.73, -21.54
349.09,  -10.11, 0.02, 294.73, -21.54
349.50,  -9.89, 0.02, 294.74, -21.54
349.95,  -9.67, 0.02, 294.75, -21.54
350.46,  -9.46, 0.02, 294.75, -21.54
351.01,  -9.25, 0.02, 294.76, -21.54
351.60,  -9.04, 0.02, 294.77, -21.53
352.22,  -8.84, 0.01, 294.77, -21.53
352.86,  -8.65, 0.01, 294.78, -21.53
353.51,  -8.46, 0.01, 294.78, -21.53
354.17,  -8.28, 0.01, 294.79, -21.53
354.81,  -8.10, 0.01, 294.80, -21.53
355.42,  -7.93, 0.01, 294.80, -21.53
356.00,  -7.77, 0.01, 294.81, -21.53
356.54,  -7.60, 0.01, 294.82, -21.53
357.03,  -7.44, 0.01, 294.82, -21.53
357.47,  -7.27, 0.01, 294.83, -21.53
357.87,  -7.10, 0.01, 294.84, -21.52
358.21,  -6.93, 0.01, 294.84, -21.52
358.52,  -6.75, 0.01, 294.85, -21.52
358.80,  -6.57, 0.01, 294.85, -21.52
359.07,  -6.38, 0.01, 294.86, -21.52
359.33,  -6.18, 0.00, 294.87, -21.52
359.59,  -5.98, 0.00, 294.87, -21.52
359.88,  -5.78, 0.00, 294.88, -21.52
